PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME
P02294	P02309	1	0	Structure	4jjn	1	D	0	100.0	72.5	35	129	-	F	0	100.0	88.3	13	103	-	P02294-P02309-EXP-4jjn.pdb1-D-0-F-0.pdb
P02294	P04911	1	0	Structure	5bt1	1	D	0	100.0	68.7	38	127	-	C	0	100.0	64.4	17	101	-	P02294-P04911-EXP-5bt1.pdb1-D-0-C-0.pdb
P02294	P04912	1	0	Structure	5bt1	1	D	0	100.0	68.7	38	127	-	C	0	100.0	64.4	17	101	-	P02294-P04912-EXP-5bt1.pdb1-D-0-C-0.pdb
P02294	P06701	1	0	Structure	4jjn	1	D	0	100.0	72.5	35	129	-	K	0	97.1	21.4	6	214	-	P02294-P06701-EXP-4jjn.pdb1-D-0-K-0.pdb
P02294	P32558	1	0	Model	4wnn	4	D	0	99.0	74.0	31	127	-	T	0	100.0	0.6	967	972	-	P02294-P32558-MDL-4wnn.pdb4-D-0-T-0.pdb
P02294	P54784	1	0	Model	4jjn	1	D	0	100.0	72.5	35	129	-	K	0	47.9	22.9	6	214	-	P02294-P54784-MDL-4jjn.pdb1-D-0-K-0.pdb
P02294	P61830	1	0	Dom_dom_model	1eqz	-	G	-	11.2	75.6	5	104	Histone	C	-	87.8	72.1	35	132	Histone	P02294-P61830-MDD-Histone-Histone-1eqz-G-16-131-C-29-131.pdb
P02294	Q04636	1	0	Dom_dom_model	4z2m	-	G	-	13.5	52.7	36	104	Histone	B	-	16.5	14.1	391	473	Rtt106	P02294-Q04636-MDD-Histone-Rtt106-4z2m-G-58-131-B-808-895.pdb
P02294	Q12692	1	0	Model	4jjn	1	D	0	100.0	72.5	35	129	-	C	0	65.4	76.9	22	124	-	P02294-Q12692-MDL-4jjn.pdb1-D-0-C-0.pdb
P02309	P02309	1	0	Model	2yfw	1	H	0	96.2	77.7	24	103	-	B	0	95.5	64.1	30	95	-	P02309-P02309-MDL-2yfw.pdb1-H-0-B-0.pdb
P02309	P04911	1	0	Structure	4jjn	1	F	0	100.0	88.3	13	103	-	C	0	100.0	79.5	15	119	-	P02309-P04911-EXP-4jjn.pdb1-F-0-C-0.pdb
P02309	P04912	1	0	Structure	4jjn	1	F	0	100.0	88.3	13	103	-	C	0	100.0	79.5	15	119	-	P02309-P04912-EXP-4jjn.pdb1-F-0-C-0.pdb
P02309	P06701	1	0	Structure	4jjn	1	F	0	100.0	88.3	13	103	-	L	0	97.7	22.0	4	218	-	P02309-P06701-EXP-4jjn.pdb1-F-0-L-0.pdb
P02309	P32447	1	0	Model	2hue	1	C	0	90.2	79.6	21	102	-	A	0	100.0	58.4	2	164	-	P02309-P32447-MDL-2hue.pdb1-C-0-A-0.pdb
P02309	P32558	1	0	Model	4z2m	1	H	0	90.1	68.9	24	94	-	B	0	45.0	28.0	664	953	-	P02309-P32558-MDL-4z2m.pdb1-H-0-B-0.pdb
P02309	P32597	1	0	Model	5x0y	1	B	0	90.8	84.5	16	102	-	O	0	68.3	45.3	392	1006	-	P02309-P32597-MDL-5x0y.pdb1-B-0-O-0.pdb
P02309	P35817	1	0	Model	1e6i	1	P	0	100.0	5.8	16	21	-	A	0	44.6	14.7	322	422	-	P02309-P35817-MDL-1e6i.pdb1-P-0-A-0.pdb
P02309	P36012	1	0	Model	4jjn	1	F	0	100.0	88.3	13	103	-	E	0	60.8	42.4	131	227	-	P02309-P36012-MDL-4jjn.pdb1-F-0-E-0.pdb
P02309	P39984	1	0	Structure	4psx	1	C	0	97.4	37.9	8	46	-	B	0	94.2	95.3	8	389	-	P02309-P39984-EXP-4psx.pdb1-C-0-B-0.pdb
P02309	P53686	1	0	Structure	1q1a	1	B	0	100.0	9.7	13	22	-	A	0	98.6	81.0	5	293	-	P02309-P53686-EXP-1q1a.pdb1-B-0-A-0.pdb
P02309	P54784	1	0	Model	4jjn	1	F	0	100.0	88.3	13	103	-	L	0	48.4	23.1	4	214	-	P02309-P54784-MDL-4jjn.pdb1-F-0-L-0.pdb
P02309	P61830	1	0	Structure	4jjn	1	F	0	100.0	88.3	13	103	-	E	0	100.0	70.6	40	135	-	P02309-P61830-EXP-4jjn.pdb1-F-0-E-0.pdb
P02309	Q03330	1	0	Structure	1e6i	1	P	0	100.0	5.8	16	21	-	A	0	100.0	25.3	329	439	-	P02309-Q03330-EXP-1e6i.pdb1-P-0-A-0.pdb
P02309	Q12341	1	0	Structure	4psx	1	C	0	97.4	37.9	8	46	-	A	0	100.0	83.7	7	319	-	P02309-Q12341-EXP-4psx.pdb1-C-0-A-0.pdb
P02400	P05317	1	0	Dom_dom_model	3j3b	-	t	-	14.6	36.4	18	58	Ribosomal_60s	q	-	36.8	17.3	229	282	Ribosomal_60s	P02400-P05317-MDD-Ribosomal_60s-Ribosomal_60s-3j3b-t-22-63-q-231-284.pdb
P02400	P05318	1	0	Model	4beh	1	B	0	56.0	100.0	1	110	-	A	0	49.1	98.1	3	106	-	P02400-P05318-MDL-4beh.pdb1-B-0-A-0.pdb
P02400	P05319	1	0	Model	4beh	1	B	0	56.0	100.0	1	110	-	A	0	41.2	93.4	8	106	-	P02400-P05319-MDL-4beh.pdb1-B-0-A-0.pdb
P02400	P10622	1	0	Model	4beh	1	B	0	56.0	100.0	1	110	-	A	0	43.3	93.4	8	106	-	P02400-P10622-MDL-4beh.pdb1-B-0-A-0.pdb
P02407	P32905	1	0	Structure	6fai	1	R	0	100.0	91.9	2	126	-	A	0	99.5	81.7	2	207	-	P02407-P32905-EXP-6fai.pdb1-R-0-A-0.pdb
P02407	P38011	1	0	Structure	6fai	1	R	0	100.0	91.9	2	126	-	g	0	100.0	99.4	3	319	-	P02407-P38011-EXP-6fai.pdb1-R-0-g-0.pdb
P02557	P09733	1	0	Structure	4u3j	1	B	0	96.5	94.1	1	430	-	A	0	98.4	98.0	1	438	-	P02557-P09733-EXP-4u3j.pdb1-B-0-A-0.pdb
P02557	P09734	1	0	Model	4zol	1	B	0	76.9	93.9	1	429	-	A	0	73.6	98.9	1	440	-	P02557-P09734-MDL-4zol.pdb1-B-0-A-0.pdb
P02557	P17119	1	0	Model	4lnu	1	B	0	75.4	94.3	1	431	-	K	0	33.6	45.8	386	719	-	P02557-P17119-MDL-4lnu.pdb1-B-0-K-0.pdb
P02557	P46675	1	0	Structure	4u3j	1	B	0	96.5	94.1	1	430	-	C	0	100.0	27.1	319	559	-	P02557-P46675-EXP-4u3j.pdb1-B-0-C-0.pdb
P02829	P02829	1	0	Structure	2wer	1	A	0	99.1	30.2	1	214	-	A	1	99.1	30.2	1	214	-	P02829-P02829-EXP-2wer.pdb1-A-0-A-1.pdb
P02829	P06101	1	0	Dom_dom_model	5fwk	-	B	-	61.7	59.1	259	678	HSP90	E	-	21.0	21.7	3	112	CDC37_N	P02829-P06101-MDD-HSP90-CDC37_N-5fwk-B-217-691-E-2-125.pdb
P02829	P25638	1	0	Structure	2lsv	1	B	0	100.0	1.3	701	709	-	A	0	100.0	99.1	2	111	-	P02829-P25638-EXP-2lsv.pdb1-B-0-A-0.pdb
P02829	P28707	1	0	Structure	2cg9	1	B	0	91.4	95.3	2	677	-	X	0	91.9	57.4	12	135	-	P02829-P28707-EXP-2cg9.pdb1-B-0-X-0.pdb
P02829	P32485	1	0	Model	5fwk	1	A	0	61.6	95.3	4	679	-	K	0	41.2	47.4	96	301	-	P02829-P32485-MDL-5fwk.pdb1-A-0-K-0.pdb
P02829	P38825	1	0	Structure	3fp2	1	Q	0	100.0	0.7	705	709	-	A	0	94.7	79.8	110	619	-	P02829-P38825-EXP-3fp2.pdb1-Q-0-A-0.pdb
P02829	P41808	1	0	Dom_dom_model	5fwk	-	A	-	61.1	60.4	250	678	HSP90	K	-	26.6	44.8	117	337	Pkinase	P02829-P41808-MDD-HSP90-Pkinase-5fwk-A-218-690-K-87-295.pdb
P02829	P53834	1	0	Model	1usv	3	E	0	98.0	36.1	272	527	-	F	0	33.1	93.5	9	151	-	P02829-P53834-MDL-1usv.pdb3-E-0-F-0.pdb
P02829	Q12449	1	0	Structure	1usu	1	A	0	95.7	36.0	273	527	-	B	0	92.3	40.6	12	153	-	P02829-Q12449-EXP-1usu.pdb1-A-0-B-0.pdb
P02994	P32471	1	0	Structure	5o8w	1	A	0	100.0	96.3	2	442	-	B	0	96.8	45.1	114	206	-	P02994-P32471-EXP-5o8w.pdb1-A-0-B-0.pdb
P03069	P03069	1	0	Structure	3azd	1	B	0	60.0	10.7	250	279	-	A	0	60.0	10.7	250	279	-	P03069-P03069-EXP-3azd.pdb1-B-0-A-0.pdb
P03069	P19659	1	0	Structure	2lpb	1	B	0	100.0	12.1	101	134	-	A	0	100.0	7.5	158	238	-	P03069-P19659-EXP-2lpb.pdb1-B-0-A-0.pdb
P03870	P03870	1	0	Structure	1flo	1	D	0	95.7	99.8	2	423	-	B	0	96.4	99.8	2	423	-	P03870-P03870-EXP-1flo.pdb1-D-0-B-0.pdb
P03962	P03962	1	0	Structure	3gdt	2	B	0	99.6	97.4	3	262	-	C	0	95.1	98.9	3	266	-	P03962-P03962-EXP-3gdt.pdb2-B-0-C-0.pdb
P03965	P07258	1	0	Dom_dom_model	1bxr	-	G	-	46.5	18.1	149	352	CPSase_L_D2	H	-	43.5	42.3	189	368	GATase	P03965-P07258-MDD-CPSase_L_D2-GATase-1bxr-G-128-335-H-195-373.pdb
P04037	P10174	1	0	Structure	6hu9	1	p	0	100.0	78.1	29	149	-	s	0	100.0	98.3	2	60	-	P04037-P10174-EXP-6hu9.pdb1-p-0-s-0.pdb
P04037	P10507	1	0	Structure	1hr8	1	O	0	100.0	8.4	7	19	-	B	0	99.3	95.0	24	462	-	P04037-P10507-EXP-1hr8.pdb1-O-0-B-0.pdb
P04037	P32799	1	0	Structure	6hu9	1	p	0	100.0	78.1	29	149	-	w	0	100.0	87.6	13	125	-	P04037-P32799-EXP-6hu9.pdb1-p-0-w-0.pdb
P04046	P04046	1	0	Model	6czf	1	B	0	52.0	95.1	2	486	-	A	0	52.0	95.1	2	486	-	P04046-P04046-MDL-6czf.pdb1-B-0-A-0.pdb
P04050	P07273	1	0	Structure	3po3	1	A	0	98.1	83.9	2	1455	-	S	0	98.8	53.1	146	309	-	P04050-P07273-EXP-3po3.pdb1-A-0-S-0.pdb
P04050	P08518	1	0	Structure	1twf	2	A	0	97.9	83.6	2	1450	-	B	1	90.6	98.6	18	1224	-	P04050-P08518-EXP-1twf.pdb2-A-0-B-1.pdb
P04050	P16370	1	0	Structure	1twf	2	A	0	97.9	83.6	2	1450	-	C	0	100.0	83.6	3	268	-	P04050-P16370-EXP-1twf.pdb2-A-0-C-0.pdb
P04050	P20433	1	0	Structure	4by7	1	A	0	98.1	83.9	2	1455	-	D	0	81.7	98.6	4	221	-	P04050-P20433-EXP-4by7.pdb1-A-0-D-0.pdb
P04050	P20434	1	0	Structure	1twf	1	A	0	97.9	83.6	2	1450	-	E	0	100.0	100.0	1	215	-	P04050-P20434-EXP-1twf.pdb1-A-0-E-0.pdb
P04050	P20435	1	0	Structure	1twf	2	A	0	97.9	83.6	2	1450	-	F	0	100.0	54.2	72	155	-	P04050-P20435-EXP-1twf.pdb2-A-0-F-0.pdb
P04050	P20436	1	0	Structure	1twf	1	A	0	97.9	83.6	2	1450	-	H	0	91.7	99.3	2	146	-	P04050-P20436-EXP-1twf.pdb1-A-0-H-0.pdb
P04050	P23615	1	0	Structure	5vko	1	B	0	100.0	1.8	1469	1499	-	A	0	100.0	13.9	1250	1450	-	P04050-P23615-EXP-5vko.pdb1-B-0-A-0.pdb
P04050	P27692	1	0	Model	6ir9	-	A	-	72.5	83.4	6	1450	-	W	-	40.2	25.3	274	542	-	P04050-P27692-MDL-pdb6ir9.ent-A-0-W-0.pdb
P04050	P27999	1	0	Structure	1twf	2	A	1	97.9	83.6	2	1450	-	I	1	100.0	100.0	1	122	-	P04050-P27999-EXP-1twf.pdb2-A-1-I-1.pdb
P04050	P29055	1	0	Structure	4bbr	1	A	0	97.3	83.8	3	1455	-	M	0	100.0	55.9	22	214	-	P04050-P29055-EXP-4bbr.pdb1-A-0-M-0.pdb
P04050	P32569	1	0	Structure	4gwq	1	H	0	100.0	1.4	1561	1585	-	B	0	97.2	73.7	182	687	-	P04050-P32569-EXP-4gwq.pdb1-H-0-B-0.pdb
P04050	P32585	1	0	Structure	5oqm	1	A	0	96.4	83.7	3	1452	-	e	0	77.3	97.7	2	301	-	P04050-P32585-EXP-5oqm.pdb1-A-0-e-0.pdb
P04050	P34087	1	0	Structure	4by7	1	A	0	98.1	83.9	2	1455	-	G	0	100.0	100.0	1	171	-	P04050-P34087-EXP-4by7.pdb1-A-0-G-0.pdb
P04050	P36100	1	0	Structure	5fyw	1	A	0	96.4	83.7	3	1452	-	W	0	90.3	38.6	6	191	-	P04050-P36100-EXP-5fyw.pdb1-A-0-W-0.pdb
P04050	P36106	1	0	Structure	4by7	1	A	0	98.1	83.9	2	1455	-	X	0	88.8	22.6	232	365	-	P04050-P36106-EXP-4by7.pdb1-A-0-X-0.pdb
P04050	P38304	1	0	Structure	4gwq	1	H	0	100.0	1.4	1561	1585	-	C	0	95.8	86.1	23	214	-	P04050-P38304-EXP-4gwq.pdb1-H-0-C-0.pdb
P04050	P38633	1	0	Structure	5sva	1	k	0	100.0	1.4	1561	1585	-	X	0	100.0	72.4	16	107	-	P04050-P38633-EXP-5sva.pdb1-k-0-X-0.pdb
P04050	P38782	1	0	Structure	4gwq	1	H	0	100.0	1.4	1561	1585	-	G	0	88.5	65.1	1	192	-	P04050-P38782-EXP-4gwq.pdb1-H-0-G-0.pdb
P04050	P38902	1	0	Structure	1twf	1	A	0	97.9	83.6	2	1450	-	K	0	100.0	95.0	1	114	-	P04050-P38902-EXP-1twf.pdb1-A-0-K-0.pdb
P04050	P53617	1	0	Structure	2lo6	1	B	0	100.0	0.8	1556	1569	-	A	0	99.4	26.8	1	154	-	P04050-P53617-EXP-2lo6.pdb1-B-0-A-0.pdb
P04050	Q04307	1	0	Structure	3qt1	1	A	0	97.4	83.9	2	1455	-	I	0	37.9	25.5	4	31	-	P04050-Q04307-EXP-3qt1.pdb1-A-0-I-0.pdb
P04050	Q05543	1	0	Structure	5lvf	1	B	0	100.0	0.9	1561	1576	-	A	0	99.2	32.0	1	131	-	P04050-Q05543-EXP-5lvf.pdb1-B-0-A-0.pdb
P04050	Q08278	1	0	Structure	5sva	1	k	0	100.0	1.4	1561	1585	-	U	0	80.0	87.8	11	205	-	P04050-Q08278-EXP-5sva.pdb1-k-0-U-0.pdb
P04051	P07703	1	0	Structure	6eu3	1	A	0	96.1	99.9	2	1460	-	C	0	100.0	100.0	1	335	-	P04051-P07703-EXP-6eu3.pdb1-A-0-C-0.pdb
P04051	P13393	1	0	Structure	6cnc	1	A	0	97.9	99.9	2	1460	-	R	0	80.7	98.8	4	240	-	P04051-P13393-EXP-6cnc.pdb1-A-0-R-0.pdb
P04051	P20434	1	0	Structure	6eu3	1	A	0	96.1	99.9	2	1460	-	E	0	100.0	100.0	1	215	-	P04051-P20434-EXP-6eu3.pdb1-A-0-E-0.pdb
P04051	P20435	1	0	Structure	6eu3	1	A	0	96.1	99.9	2	1460	-	F	0	100.0	53.5	71	153	-	P04051-P20435-EXP-6eu3.pdb1-A-0-F-0.pdb
P04051	P20436	1	0	Structure	6eu3	1	A	0	96.1	99.9	2	1460	-	H	0	95.9	100.0	1	146	-	P04051-P20436-EXP-6eu3.pdb1-A-0-H-0.pdb
P04051	P22276	1	0	Structure	6eu3	1	A	0	96.1	99.9	2	1460	-	B	0	100.0	97.0	36	1149	-	P04051-P22276-EXP-6eu3.pdb1-A-0-B-0.pdb
P04051	P27999	1	0	Model	2vum	1	A	0	34.1	98.4	7	1442	-	I	0	100.0	97.5	2	120	-	P04051-P27999-MDL-2vum.pdb1-A-0-I-0.pdb
P04051	P28000	1	0	Structure	6eu3	1	A	0	96.1	99.9	2	1460	-	K	0	100.0	71.1	42	142	-	P04051-P28000-EXP-6eu3.pdb1-A-0-K-0.pdb
P04051	P29056	1	0	Structure	6f40	1	A	0	96.5	99.2	2	1450	-	V	0	66.2	85.4	2	510	-	P04051-P29056-EXP-6f40.pdb1-A-0-V-0.pdb
P04051	P32349	1	0	Structure	6eu3	1	A	0	96.1	99.9	2	1460	-	O	0	86.1	95.4	31	654	-	P04051-P32349-EXP-6eu3.pdb1-A-0-O-0.pdb
P04051	P35718	1	0	Structure	6eu3	1	A	0	96.1	99.9	2	1460	-	G	0	90.5	99.5	2	212	-	P04051-P35718-EXP-6eu3.pdb1-A-0-G-0.pdb
P04051	P47076	1	0	Structure	6eu3	1	A	0	96.1	99.9	2	1460	-	D	0	73.9	100.0	1	161	-	P04051-P47076-EXP-6eu3.pdb1-A-0-D-0.pdb
P04051	Q04307	1	0	Structure	6eu3	1	A	0	96.1	99.9	2	1460	-	I	0	100.0	38.2	1	42	-	P04051-Q04307-EXP-6eu3.pdb1-A-0-I-0.pdb
P04147	P25299	1	0	Dom_dom_model	2ghp	-	E	-	30.0	12.0	128	196	RRM_1	F	-	22.1	22.3	23	89	RRM_1	P04147-P25299-MDD-RRM_1-RRM_1-2ghp-E-212-283-F-122-189.pdb
P04147	P40561	1	0	Dom_dom_model	6fqr	-	B	-	20.6	11.6	130	196	RRM_1	A	-	26.4	27.2	66	134	RRM_1	P04147-P40561-MDD-RRM_1-RRM_1-6fqr-B-83-150-A-4-69.pdb
P04147	P53316	1	0	Dom_dom_model	5im0	-	A	-	37.7	11.8	129	196	RRM_1	B	-	23.2	8.7	198	266	RRM_1	P04147-P53316-MDD-RRM_1-RRM_1-5im0-A-81-153-B-81-153.pdb
P04385	P04387	1	0	Model	3v2u	1	D	0	74.1	97.9	11	527	-	A	0	97.1	96.8	15	435	-	P04385-P04387-MDL-3v2u.pdb1-D-0-A-0.pdb
P04386	P04386	1	0	Structure	3coq	1	B	0	100.0	10.1	8	96	-	A	0	100.0	10.1	8	96	-	P04386-P04386-EXP-3coq.pdb1-B-0-A-0.pdb
P04386	P04387	1	0	Structure	3bts	1	F	0	100.0	0.6	859	863	-	B	0	92.6	96.6	15	434	-	P04386-P04387-EXP-3bts.pdb1-F-0-B-0.pdb
P04387	P04387	1	0	Structure	3v2u	1	B	0	95.5	96.8	15	435	-	A	0	97.1	96.8	15	435	-	P04387-P04387-EXP-3v2u.pdb1-B-0-A-0.pdb
P04387	P13045	1	0	Structure	3v2u	1	A	0	97.1	96.8	15	435	-	D	0	99.0	99.8	2	520	-	P04387-P13045-EXP-3v2u.pdb1-A-0-D-0.pdb
P04397	P04397	1	0	Structure	1z45	1	A	0	97.7	98.6	11	699	-	A	1	97.7	98.6	11	699	-	P04397-P04397-EXP-1z45.pdb1-A-0-A-1.pdb
P04449	P0CX41	1	0	Structure	2x7n	1	D	0	100.0	36.1	1	56	-	C	0	100.0	96.4	6	137	-	P04449-P0CX41-EXP-2x7n.pdb1-D-0-C-0.pdb
P04449	Q02892	1	0	Dom_dom_model	6c0f	-	u	-	43.8	41.3	2	65	Ribosomal_L24e	W	-	100.0	8.3	396	449	NOGCT	P04449-Q02892-MDD-Ribosomal_L24e-NOGCT-6c0f-u-2-66-W-396-449.pdb
P04449	Q12522	1	0	Structure	2x7n	1	D	0	100.0	36.1	1	56	-	B	0	100.0	91.4	1	224	-	P04449-Q12522-EXP-2x7n.pdb1-D-0-B-0.pdb
P04456	P04650	1	0	Structure	2wwb	1	K	0	100.0	58.5	57	139	-	O	0	100.0	72.5	1	37	-	P04456-P04650-EXP-2wwb.pdb1-K-0-O-0.pdb
P04456	P0CX84	1	0	Structure	6em5	1	X	0	100.0	99.3	2	142	-	h	0	100.0	99.2	2	120	-	P04456-P0CX84-EXP-6em5.pdb1-X-0-h-0.pdb
P04456	P17076	1	0	Structure	6em5	1	X	0	100.0	99.3	2	142	-	G	0	97.4	73.8	50	238	-	P04456-P17076-EXP-6em5.pdb1-X-0-G-0.pdb
P04456	P53927	1	0	Structure	6em5	1	X	0	100.0	99.3	2	142	-	o	0	100.0	60.5	88	220	-	P04456-P53927-EXP-6em5.pdb1-X-0-o-0.pdb
P04650	P38353	1	0	Structure	2wwa	1	O	0	100.0	72.5	1	37	-	A	0	100.0	100.0	1	490	-	P04650-P38353-EXP-2wwa.pdb1-O-0-A-0.pdb
P04786	P04786	1	0	Model	2b9s	1	B	0	57.7	6.8	718	769	-	A	0	49.9	55.8	133	561	-	P04786-P04786-MDL-2b9s.pdb1-B-0-A-0.pdb
P04802	P04802	1	0	Structure	1eov	1	A	0	100.0	87.4	71	557	-	A	1	100.0	87.4	71	557	-	P04802-P04802-EXP-1eov.pdb1-A-0-A-1.pdb
P04806	P04807	1	0	Model	3o4w	1	B	0	71.1	99.6	2	484	-	A	0	73.3	99.6	2	485	-	P04806-P04807-MDL-3o4w.pdb1-B-0-A-0.pdb
P04807	P30822	1	0	Structure	5uwt	1	D	0	100.0	3.5	19	35	-	C	0	94.4	97.1	1	1053	-	P04807-P30822-EXP-5uwt.pdb1-D-0-C-0.pdb
P04819	P15873	1	0	Structure	2od8	1	B	0	100.0	1.5	35	45	-	A	0	100.0	98.8	1	255	-	P04819-P15873-EXP-2od8.pdb1-B-0-A-0.pdb
P04911	P04911	1	0	Structure	4jjn	1	G	0	100.0	80.3	17	122	-	C	0	100.0	79.5	15	119	-	P04911-P04911-EXP-4jjn.pdb1-G-0-C-0.pdb
P04911	P25293	1	0	Model	5g2e	2	G	0	85.6	68.2	18	107	-	E	0	88.7	68.1	82	365	-	P04911-P25293-MDL-5g2e.pdb2-G-0-E-0.pdb
P04911	P32558	1	0	Structure	4wnn	4	C	0	100.0	62.9	18	100	-	T	0	100.0	0.6	967	972	-	P04911-P32558-EXP-4wnn.pdb4-C-0-T-0.pdb
P04911	P38850	1	0	Structure	3t7k	1	D	0	100.0	3.8	128	132	-	B	0	94.4	23.2	821	1068	-	P04911-P38850-EXP-3t7k.pdb1-D-0-B-0.pdb
P04911	P61830	1	0	Structure	4jjn	1	G	0	100.0	80.3	17	122	-	A	0	100.0	72.1	39	136	-	P04911-P61830-EXP-4jjn.pdb1-G-0-A-0.pdb
P04911	Q03388	1	0	Dom_dom_model	5chl	-	B	-	52.9	62.1	9	90	Histone	A	-	25.2	7.5	21	122	YL1	P04911-Q03388-MDD-Histone-YL1-5chl-B-76-167-A-7-71.pdb
P04911	Q03433	1	0	Structure	6gej	1	F	0	100.0	76.5	18	118	-	S	0	74.3	100.0	1	280	-	P04911-Q03433-EXP-6gej.pdb1-F-0-S-0.pdb
P04911	Q04636	1	0	Dom_dom_model	4z2m	-	G	-	23.0	53.8	20	90	Histone	B	-	16.5	14.1	391	473	Rtt106	P04911-Q04636-MDD-Histone-Rtt106-4z2m-G-58-131-B-808-895.pdb
P04911	Q12373	1	0	Structure	5bt1	1	C	0	100.0	64.4	17	101	-	B	0	75.7	85.5	17	345	-	P04911-Q12373-EXP-5bt1.pdb1-C-0-B-0.pdb
P04911	Q12692	1	0	Model	4jjn	1	G	0	100.0	80.3	17	122	-	C	0	65.4	76.9	22	124	-	P04911-Q12692-MDL-4jjn.pdb1-G-0-C-0.pdb
P04912	P04912	1	0	Structure	4jjn	1	G	0	100.0	80.3	17	122	-	C	0	100.0	79.5	15	119	-	P04912-P04912-EXP-4jjn.pdb1-G-0-C-0.pdb
P04912	P06701	1	0	Structure	4jjn	1	G	0	100.0	80.3	17	122	-	L	0	97.7	22.0	4	218	-	P04912-P06701-EXP-4jjn.pdb1-G-0-L-0.pdb
P04912	P0CG63	1	0	Model	6ftx	1	C	0	84.5	78.0	18	120	-	N	0	96.1	19.9	153	228	-	P04912-P0CG63-MDL-6ftx.pdb1-C-0-N-0.pdb
P04912	P25293	1	0	Model	5g2e	2	G	0	85.6	68.2	18	107	-	E	0	88.7	68.1	82	365	-	P04912-P25293-MDL-5g2e.pdb2-G-0-E-0.pdb
P04912	P32558	1	0	Structure	4wnn	4	C	0	100.0	62.9	18	100	-	T	0	100.0	0.6	967	972	-	P04912-P32558-EXP-4wnn.pdb4-C-0-T-0.pdb
P04912	P61830	1	0	Structure	4jjn	1	G	0	100.0	80.3	17	122	-	A	0	100.0	72.1	39	136	-	P04912-P61830-EXP-4jjn.pdb1-G-0-A-0.pdb
P04912	Q04636	1	0	Dom_dom_model	4z2m	-	G	-	23.0	53.8	20	90	Histone	B	-	16.5	14.1	391	473	Rtt106	P04912-Q04636-MDD-Histone-Rtt106-4z2m-G-58-131-B-808-895.pdb
P05030	P13586	1	0	Dom_dom_model	2voy	-	B	-	27.0	3.9	100	135	Cation_ATPase_N	H	-	63.9	3.8	314	349	E1-E2_ATPase	P05030-P13586-MDD-Cation_ATPase_N-E1-E2_ATPase-2voy-B-36-72-H-289-329.pdb
P05085	P39001	1	0	Dom_dom_model	1qp9	-	C	-	50.0	3.9	20	53	Zn_clus	D	-	47.2	3.9	770	802	Zn_clus	P05085-P39001-MDD-Zn_clus-Zn_clus-1qp9-C-62-100-D-62-100.pdb
P05317	P05318	1	0	Dom_dom_model	3a1y	-	B	-	14.3	13.5	229	270	Ribosomal_60s	C	-	28.6	39.6	20	61	Ribosomal_60s	P05317-P05318-MDD-Ribosomal_60s-Ribosomal_60s-3a1y-B-16-58-C-16-58.pdb
P05317	P05319	1	0	Dom_dom_model	3j3b	-	q	-	36.8	17.3	229	282	Ribosomal_60s	v	-	45.0	36.8	17	55	Ribosomal_60s	P05317-P05319-MDD-Ribosomal_60s-Ribosomal_60s-3j3b-q-231-284-v-17-56.pdb
P05317	P10622	1	0	Dom_dom_model	3a1y	-	C	-	14.3	13.5	229	270	Ribosomal_60s	B	-	28.6	39.6	19	60	Ribosomal_60s	P05317-P10622-MDD-Ribosomal_60s-Ribosomal_60s-3a1y-C-16-58-B-16-58.pdb
P05317	P32324	1	0	Dom_dom_model	4w22	-	q	-	66.2	22.4	109	178	RL10P_insert	4	-	40.7	22.1	18	343	GTP_EFTU	P05317-P32324-MDD-RL10P_insert-GTP_EFTU-4w22-q-111-180-4-17-360.pdb
P05317	Q03195	1	0	Structure	3j16	1	G	0	100.0	63.8	1	199	-	B	0	100.0	100.0	1	608	-	P05317-Q03195-EXP-3j16.pdb1-G-0-B-0.pdb
P05318	P10622	1	0	Dom_dom_model	3j61	-	u	-	40.0	37.7	21	60	Ribosomal_60s	t	-	23.8	39.6	19	60	Ribosomal_60s	P05318-P10622-MDD-Ribosomal_60s-Ribosomal_60s-3j61-u-21-63-t-17-59.pdb
P05319	P10622	1	0	Model	4beh	1	B	0	53.0	100.0	1	106	-	A	0	43.3	93.4	8	106	-	P05319-P10622-MDL-4beh.pdb1-B-0-A-0.pdb
P05373	P05373	1	0	Structure	1h7n	1	A	5	100.0	99.4	1	340	-	A	7	100.0	99.4	1	340	-	P05373-P05373-EXP-1h7n.pdb1-A-5-A-7.pdb
P05453	P05453	1	0	Structure	5k2f	1	A	12	100.0	0.9	8	13	-	A	13	100.0	0.9	8	13	-	P05453-P05453-EXP-5k2f.pdb1-A-12-A-13.pdb
P05453	P12385	1	0	Structure	4crn	1	P	0	100.0	62.8	256	685	-	X	0	99.5	96.6	1	422	-	P05453-P12385-EXP-4crn.pdb1-P-0-X-0.pdb
P05453	P32324	1	0	Dom_dom_model	2hcj	-	B	-	24.4	18.7	323	477	GTP_EFTU	A	-	37.9	3.3	18	45	GTP_EFTU	P05453-P32324-MDD-GTP_EFTU-GTP_EFTU-2hcj-B-59-201-A-9-40.pdb
